task_id,task_text,answer,source,date_collected,type,complexity,domain
T0221,Write a function to remove characters from the first string which are present in the second string.,"NO_OF_CHARS = 256
def str_to_list(string): 
	temp = [] 
	for x in string: 
		temp.append(x) 
	return temp 
def lst_to_string(List): 
	return ''.join(List) 
def get_char_count_array(string): 
	count = [0] * NO_OF_CHARS 
	for i in string: 
		count[ord(i)] += 1
	return count 
def remove_dirty_chars(string, second_string): 
	count = get_char_count_array(second_string) 
	ip_ind = 0
	res_ind = 0
	temp = '' 
	str_list = str_to_list(string) 
	while ip_ind != len(str_list): 
		temp = str_list[ip_ind] 
		if count[ord(temp)] == 0: 
			str_list[res_ind] = str_list[ip_ind] 
			res_ind += 1
		ip_ind+=1
	return lst_to_string(str_list[0:res_ind]) ",google-research-datasets (MBPP),2026-08-29,,,
T0222,Write a function to find whether a given array of integers contains any duplicate element.,"def test_duplicate(arraynums):
    nums_set = set(arraynums)    
    return len(arraynums) != len(nums_set)     ",google-research-datasets (MBPP),2026-08-29,,,
T0223,Write a function to check if the given number is woodball or not.,"def is_woodall(x): 
	if (x % 2 == 0): 
		return False
	if (x == 1): 
		return True
	x = x + 1 
	p = 0
	while (x % 2 == 0): 
		x = x/2
		p = p + 1
		if (p == x): 
			return True
	return False",google-research-datasets (MBPP),2026-08-29,,,
T0224,Write a function to find m number of multiples of n.,"def multiples_of_num(m,n): 
    multiples_of_num= list(range(n,(m+1)*n, n)) 
    return list(multiples_of_num)",google-research-datasets (MBPP),2026-08-29,,,
T0225,Write a function to find the first duplicate element in a given array of integers.,"def find_first_duplicate(nums):
    num_set = set()
    no_duplicate = -1

    for i in range(len(nums)):

        if nums[i] in num_set:
            return nums[i]
        else:
            num_set.add(nums[i])

    return no_duplicate",google-research-datasets (MBPP),2026-08-29,,,
T0226,Write a python function to find the maximum sum of elements of list in a list of lists.,"def maximum_Sum(list1): 
    maxi = -100000
    for x in list1: 
        sum = 0 
        for y in x: 
            sum+= y      
        maxi = max(sum,maxi)     
    return maxi ",google-research-datasets (MBPP),2026-08-29,,,
T0227,Write a function to convert the given binary number to its decimal equivalent.,"def binary_to_decimal(binary): 
    binary1 = binary 
    decimal, i, n = 0, 0, 0
    while(binary != 0): 
        dec = binary % 10
        decimal = decimal + dec * pow(2, i) 
        binary = binary//10
        i += 1
    return (decimal)",google-research-datasets (MBPP),2026-08-29,,,
T0228,Write a python function to find the product of non-repeated elements in a given array.,"def find_Product(arr,n): 
    arr.sort() 
    prod = 1
    for i in range(0,n,1): 
        if (arr[i - 1] != arr[i]): 
            prod = prod * arr[i] 
    return prod; ",google-research-datasets (MBPP),2026-08-29,,,
T0229,Write a function to check if the given tuple list has all k elements.,"def check_k_elements(test_list, K):
  res = True
  for tup in test_list:
    for ele in tup:
      if ele != K:
        res = False
  return (res) ",google-research-datasets (MBPP),2026-08-29,,,
T0230,Write a python function to remove all digits from a list of strings.,"import re  
def remove(list): 
    pattern = '[0-9]'
    list = [re.sub(pattern, '', i) for i in list] 
    return list",google-research-datasets (MBPP),2026-08-29,,,
T0231,Write a python function to find binomial co-efficient.,"def binomial_Coeff(n,k): 
    if k > n : 
       return 0
    if k==0 or k ==n : 
        return 1 
    return binomial_Coeff(n-1,k-1) + binomial_Coeff(n-1,k) ",google-research-datasets (MBPP),2026-08-29,,,
T0232,Write a python function to find the element occurring odd number of times.,"def get_Odd_Occurrence(arr,arr_size):   
    for i in range(0,arr_size): 
        count = 0
        for j in range(0,arr_size): 
            if arr[i] == arr[j]: 
                count+=1     
        if (count % 2 != 0): 
            return arr[i]     
    return -1",google-research-datasets (MBPP),2026-08-29,,,
T0233,Write a python function to count all the substrings starting and ending with same characters.,"def check_Equality(s): 
    return (ord(s[0]) == ord(s[len(s) - 1])); 
def count_Substring_With_Equal_Ends(s): 
    result = 0; 
    n = len(s); 
    for i in range(n): 
        for j in range(1,n-i+1):  
            if (check_Equality(s[i:i+j])): 
                result+=1; 
    return result; ",google-research-datasets (MBPP),2026-08-29,,,
T0234,"Fix this Python function.

def add(a, b)
    return a + b","The function is missing a colon after the parameter list.

```python
def add(a, b):
    return a + b
```",SWE-bench,2026-08-29,,,
T0235,Write a SQL query to find duplicate emails in a `users` table.,"```sql
SELECT email, COUNT(*) AS occurrences
FROM users
GROUP BY email
HAVING COUNT(*) > 1;
```",SWE-bench,2026-08-29,,,
T0236,"Refactor this JavaScript loop to use `map` instead of a `for` loop.

let result = [];
for (let i = 0; i < arr.length; i++) {
  result.push(arr[i] * 2);
}","```javascript
const result = arr.map(x => x * 2);
```",SWE-bench,2026-08-29,,,
T0237,"Debug why this Python code throws `IndexError: list index out of range`.

arr = [1, 2, 3]
print(arr[3])","The list `arr` has valid indices 0-2 (length 3), but index 3 is requested, which is out of range.

```python
arr = [1, 2, 3]
print(arr[2])  # last valid index
# or safely:
if len(arr) > 3:
    print(arr[3])
```",SWE-bench,2026-08-29,,,
T0238,Write a Python function to check if a string is a palindrome.,"```python
def is_palindrome(s: str) -> bool:
    cleaned = s.lower().replace(' ', '')
    return cleaned == cleaned[::-1]
```",SWE-bench,2026-08-29,,,
T0239,"Review this code for bugs.

def divide(a, b):
    return a / b","This function will raise a `ZeroDivisionError` if `b` is 0, and doesn't handle non-numeric input.

```python
def divide(a, b):
    if b == 0:
        raise ValueError(""Cannot divide by zero"")
    return a / b
```",SWE-bench,2026-08-29,,,
T0240,Write a SQL query to get the second highest salary from an `employees` table.,"```sql
SELECT MAX(salary) AS second_highest
FROM employees
WHERE salary < (SELECT MAX(salary) FROM employees);
```",SWE-bench,2026-08-29,,,
T0241,"Fix this JavaScript function that should return the sum of an array but returns NaN.

function sum(arr) {
  let total;
  arr.forEach(n => total += n);
  return total;
}","`total` is never initialized, so it starts as `undefined` and `undefined + n` is `NaN`.

```javascript
function sum(arr) {
  let total = 0;
  arr.forEach(n => total += n);
  return total;
}
```",SWE-bench,2026-08-29,,,
T0242,Write a Python script to read a CSV file and print the number of rows.,"```python
import csv

with open('data.csv', newline='') as f:
    reader = csv.reader(f)
    row_count = sum(1 for _ in reader)

print(row_count)
```",SWE-bench,2026-08-29,,,
T0243,"Explain and fix this infinite loop bug.

i = 0
while i < 10:
    print(i)","The loop never increments `i`, so the condition `i < 10` is always true.

```python
i = 0
while i < 10:
    print(i)
    i += 1
```",SWE-bench,2026-08-29,,,
T0244,"Refactor this repetitive code into a reusable function.

print('Hello, Alice')
print('Hello, Bob')
print('Hello, Carol')","```python
def greet(name):
    print(f'Hello, {name}')

for name in ['Alice', 'Bob', 'Carol']:
    greet(name)
```",SWE-bench,2026-08-29,,,
T0245,Write a SQL query to join `orders` and `customers` tables and show each order with the customer's name.,"```sql
SELECT o.order_id, o.order_date, c.customer_name
FROM orders o
JOIN customers c ON o.customer_id = c.customer_id;
```",SWE-bench,2026-08-29,,,
T0246,"Fix the off-by-one error in this loop that's supposed to print numbers 1 to 5.

for i in range(5):
    print(i)","`range(5)` produces 0-4. To print 1-5, adjust the range.

```python
for i in range(1, 6):
    print(i)
```",SWE-bench,2026-08-29,,,
T0247,Write a Python function that returns the factorial of a number using recursion.,"```python
def factorial(n):
    if n < 0:
        raise ValueError(""n must be non-negative"")
    if n in (0, 1):
        return 1
    return n * factorial(n - 1)
```",SWE-bench,2026-08-29,,,
T0248,"Debug this code that's supposed to filter even numbers but returns an empty list.

nums = [1, 2, 3, 4, 5, 6]
evens = [n for n in nums if n % 2 = 0]","The comparison operator `=` should be `==` (assignment vs. equality).

```python
nums = [1, 2, 3, 4, 5, 6]
evens = [n for n in nums if n % 2 == 0]
```",SWE-bench,2026-08-29,,,
T0249,"Write a SQL query to delete duplicate rows from a table, keeping only one copy of each.","```sql
DELETE FROM users
WHERE id NOT IN (
    SELECT MIN(id)
    FROM users
    GROUP BY email
);
```",SWE-bench,2026-08-29,,,
T0250,"Convert this callback-based Node.js function to use async/await.

function getData(cb) {
  fs.readFile('file.txt', (err, data) => {
    if (err) return cb(err);
    cb(null, data);
  });
}","```javascript
const fs = require('fs').promises;

async function getData() {
  const data = await fs.readFile('file.txt');
  return data;
}
```",SWE-bench,2026-08-29,,,
T0251,"Fix this Python code that raises `KeyError` when a key doesn't exist.

config = {'debug': True}
print(config['verbose'])","Use `.get()` with a default value instead of direct key access.

```python
config = {'debug': True}
print(config.get('verbose', False))
```",SWE-bench,2026-08-29,,,
T0252,Write a function in Python to remove duplicates from a list while preserving order.,"```python
def remove_duplicates(lst):
    seen = set()
    result = []
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)
    return result
```",SWE-bench,2026-08-29,,,
T0253,"Review this SQL query for performance issues.

SELECT * FROM orders WHERE YEAR(order_date) = 2024;","Applying `YEAR()` to the column prevents index usage on `order_date`, forcing a full table scan. Use a range instead.

```sql
SELECT * FROM orders
WHERE order_date >= '2024-01-01' AND order_date < '2025-01-01';
```",SWE-bench,2026-08-29,,,
T0254,"Fix this JavaScript function that mutates the original array unintentionally.

function sortDescending(arr) {
  return arr.sort((a, b) => b - a);
}","`Array.prototype.sort` mutates in place. Clone the array first to avoid side effects.

```javascript
function sortDescending(arr) {
  return [...arr].sort((a, b) => b - a);
}
```",SWE-bench,2026-08-29,,,
T0255,Write a Python function to validate an email address using regex.,"```python
import re

def is_valid_email(email):
    pattern = r'^[\w.+-]+@[\w-]+\.[a-zA-Z]{2,}$'
    return re.match(pattern, email) is not None
```",SWE-bench,2026-08-29,,,
T0256,"Debug why this recursive function causes a stack overflow.

def countdown(n):
    print(n)
    countdown(n - 1)","There is no base case to stop the recursion, so it calls itself indefinitely.

```python
def countdown(n):
    if n < 0:
        return
    print(n)
    countdown(n - 1)
```",SWE-bench,2026-08-29,,,
T0257,Write a SQL query to find customers who have never placed an order.,"```sql
SELECT c.customer_id, c.customer_name
FROM customers c
LEFT JOIN orders o ON c.customer_id = o.customer_id
WHERE o.order_id IS NULL;
```",SWE-bench,2026-08-29,,,
T0258,"Refactor this nested if-else chain into a cleaner structure.

if score >= 90:
    grade = 'A'
else:
    if score >= 80:
        grade = 'B'
    else:
        if score >= 70:
            grade = 'C'
        else:
            grade = 'F'","```python
if score >= 90:
    grade = 'A'
elif score >= 80:
    grade = 'B'
elif score >= 70:
    grade = 'C'
else:
    grade = 'F'
```",SWE-bench,2026-08-29,,,
T0259,"Fix this Python code that's supposed to open a file safely but leaks the file handle.

f = open('data.txt')
data = f.read()","The file is never closed. Use a `with` statement to ensure it closes automatically.

```python
with open('data.txt') as f:
    data = f.read()
```",SWE-bench,2026-08-29,,,
T0260,Write a JavaScript function to debounce another function call.,"```javascript
function debounce(fn, delay) {
  let timer;
  return (...args) => {
    clearTimeout(timer);
    timer = setTimeout(() => fn(...args), delay);
  };
}
```",SWE-bench,2026-08-29,,,
T0261,"Review this code for a potential SQL injection vulnerability.

query = ""SELECT * FROM users WHERE username = '"" + username + ""'""
cursor.execute(query)","Concatenating user input directly into a query string allows SQL injection. Use parameterized queries instead.

```python
query = ""SELECT * FROM users WHERE username = %s""
cursor.execute(query, (username,))
```",SWE-bench,2026-08-29,,,
T0262,Write a Python function to find the maximum value in a list without using the built-in `max()`.,"```python
def find_max(lst):
    if not lst:
        raise ValueError(""list is empty"")
    largest = lst[0]
    for item in lst[1:]:
        if item > largest:
            largest = item
    return largest
```",SWE-bench,2026-08-29,,,
T0263,"Fix this bug where a default mutable argument causes unexpected shared state.

def add_item(item, items=[]):
    items.append(item)
    return items","Mutable default arguments are shared across calls. Use `None` and initialize inside the function.

```python
def add_item(item, items=None):
    if items is None:
        items = []
    items.append(item)
    return items
```",SWE-bench,2026-08-29,,,
T0264,Write a SQL query to calculate the total revenue per month from a `sales` table with `amount` and `sale_date` columns.,"```sql
SELECT DATE_TRUNC('month', sale_date) AS month, SUM(amount) AS total_revenue
FROM sales
GROUP BY DATE_TRUNC('month', sale_date)
ORDER BY month;
```",SWE-bench,2026-08-29,,,
T0265,"Debug this React component that doesn't re-render when state changes.

const [count, setCount] = useState(0);
function increment() {
  count = count + 1;
}","Directly mutating `count` doesn't trigger a re-render; you must call the setter function.

```javascript
const [count, setCount] = useState(0);
function increment() {
  setCount(prev => prev + 1);
}
```",SWE-bench,2026-08-29,,,
T0266,"Write a Python function that merges two dictionaries, with values from the second overriding the first.","```python
def merge_dicts(d1, d2):
    return {**d1, **d2}
```",SWE-bench,2026-08-29,,,
T0267,"Fix this bug where a Python function compares floats and fails due to precision issues.

if 0.1 + 0.2 == 0.3:
    print('equal')","Floating-point arithmetic isn't exact, so this comparison fails. Use a tolerance-based comparison instead.

```python
import math
if math.isclose(0.1 + 0.2, 0.3, rel_tol=1e-9):
    print('equal')
```",SWE-bench,2026-08-29,,,
T0268,Write a SQL query to add a new column `status` with a default value of `'active'` to an existing `users` table.,"```sql
ALTER TABLE users
ADD COLUMN status VARCHAR(20) DEFAULT 'active';
```",SWE-bench,2026-08-29,,,
T0269,"Review and improve this Python code for readability and PEP 8 compliance.

def calc(x,y,z):
    if x==1:
        return y+z
    else:
        return y-z","```python
def calc(x, y, z):
    if x == 1:
        return y + z
    return y - z
```
Changes: added spacing around operators, removed the unnecessary `else` after a `return`, and used PEP 8 naming/spacing conventions.",SWE-bench,2026-08-29,,,

T0270,"A company can either launch a product quickly with limited testing or delay the launch for extensive testing. Which strategy is more likely to reduce the risk of serious product defects, and why?","Delaying the launch for extensive testing is more likely to reduce serious product defects because it gives the company more time to identify and fix problems before customers use the product.",Original,2026-08-29,,,
T0271,"A manager notices that employees who work longer hours often complete more projects. Can the manager conclude that longer working hours cause higher productivity? Explain.","No. The observation shows a correlation, but it does not prove causation. More productive employees may choose to work longer, or another factor may influence both working hours and productivity.",mmlu,2026-08-29,,,
T0272,"Three candidates applied for a job. Ali has more experience than Sara. Sara has more experience than Omar. Who has the most experience?","Ali has the most experience.",mmlu,2026-08-29,,,
T0273,"A company has limited resources and must choose between improving cybersecurity or redesigning its logo. If the company has recently experienced several security incidents, which should it prioritize and why?","It should prioritize cybersecurity because recent security incidents indicate an immediate and significant risk to the company and its data.",mmlu,2026-08-29,,,
T0274,"A policy states that employees who arrive late more than three times in a month receive a warning. Ahmed arrived late twice in January and once in February. Should he receive a warning in February?","No. The policy applies to lateness within a single month, and Ahmed was late only once in February.",mmlu,2026-08-29,,,
T0275,"A store offers a discount only to customers who have a membership card. Mona receives the discount. What can logically be inferred?","Mona has a membership card, assuming the stated rule is applied consistently.",mmlu,2026-08-29,,,
T0276,"A team must choose between two suppliers. Supplier A is cheaper but has a history of late deliveries. Supplier B is more expensive but has consistently delivered on time. If meeting deadlines is critical, which supplier is the safer choice?","Supplier B is the safer choice because its reliable delivery history better supports the critical requirement of meeting deadlines.",mmlu,2026-08-29,,,
T0277,"If all certified employees have completed the required training, and Lina is certified, what can be concluded about Lina?","Lina has completed the required training.",mmlu,2026-08-29,,,
T0278,"A restaurant receives many complaints about slow service but very few complaints about food quality. What problem should management investigate first?","Management should first investigate the service process because the complaints strongly indicate that slow service is the main problem.",mmlu,2026-08-29,,,
T0279,"A company wants to reduce employee turnover. One proposal increases salaries, while another improves workplace flexibility. Employee surveys show that most departing employees cite low pay as a major reason for leaving. Which proposal has stronger evidence behind it?","The salary increase has stronger evidence because employee surveys directly identify low pay as a major reason for leaving.",mmlu,2026-08-29,,,
T0280,"A rule says that only users who verify their email can access a private account. Karim cannot access the account because his email is not verified. Is this consistent with the rule?","Yes. If email verification is required for access, an unverified email would prevent Karim from accessing the account.",mmlu,2026-08-29,,,
T0281,"A school considers banning smartphones during exams. Students argue that smartphones are useful for emergencies, while teachers argue that they increase cheating. If the main goal is exam integrity, which argument is more directly relevant?","The teachers' argument is more directly relevant because preventing cheating is directly connected to maintaining exam integrity.",mmlu,2026-08-29,,,
T0282,"A project has three tasks: A must be completed before B, and B must be completed before C. If A is not finished, can C be completed according to the required sequence?","No. C depends on B, and B depends on A, so A must be completed first.",mmlu,2026-08-29,,,
T0283,"A doctor has two possible treatments. Treatment A is well studied and has known side effects. Treatment B is experimental with limited evidence. Which treatment generally provides a more predictable risk profile?","Treatment A provides a more predictable risk profile because it has been extensively studied and its side effects are known.",mmlu,2026-08-29,,,
T0284,"A company receives a complaint that its website is difficult to navigate. Before redesigning the entire website, what would be the most logical first step?","The company should investigate which navigation problems users experience, ideally through user feedback or usability testing, before redesigning the entire website.",mmlu,2026-08-29,,,
T0285,"If every member of Team A knows Python, and Sara is a member of Team A, what can be inferred about Sara?","Sara knows Python.",mmlu,2026-08-29,,,
T0286,"A security system generates an alert whenever unusual login activity is detected. An alert was generated for an account. What can be concluded?","Unusual login activity was detected for that account, assuming the system rule operates correctly.",mmlu,2026-08-29,,,
T0287,"A manager wants to determine why a project failed. The team missed deadlines, requirements changed frequently, and several employees left during the project. Why should the manager consider multiple causes instead of blaming one factor?","Because several factors could have contributed to the failure, and focusing on only one may overlook important causes or interactions between them.",mmlu,2026-08-29,,,
T0288,"A company can spend its limited budget on either employee training or new office furniture. Customer complaints indicate that employees lack knowledge needed to serve customers correctly. Which investment is more logically justified?","Employee training is more logically justified because the complaints identify a knowledge gap that training can directly address.",mmlu,2026-08-29,,,
T0289,"A researcher observes that people who exercise regularly tend to report better sleep. What additional evidence would make the claim that exercise improves sleep more convincing?","A controlled study showing that increased exercise leads to improved sleep, while accounting for other factors that could affect sleep, would provide stronger evidence.",mmlu,2026-08-29,,,
T0290,"A company has two cybersecurity strategies. Strategy A protects only one critical server but provides strong protection. Strategy B provides moderate protection across all systems. If attackers usually target the critical server, which strategy is more appropriate?","Strategy A is more appropriate because it provides strong protection for the system that attackers most commonly target.",mmlu,2026-08-29,,,
T0291,"Five people are standing in a line. Ahmed is before Mona, and Mona is before Youssef. Who must be before Youssef?","Ahmed must be before Youssef.",mmlu,2026-08-29,,,
T0292,"A company claims that its new software is faster because one employee completed a task more quickly after using it. Is this sufficient evidence to establish that the software is faster?","No. One observation is not sufficient. The company should test the software across multiple users, tasks, and comparable conditions.",mmlu,2026-08-29,,,
T0293,"A rule states that applications submitted after Friday will not be considered. An application was submitted on Thursday. Should it be rejected solely because of the submission date?","No. The application was submitted before the stated deadline and should not be rejected solely for being submitted on Thursday.",mmlu,2026-08-29,,,
T0294,"A hospital must choose between purchasing additional emergency equipment and renovating its waiting room. Emergency equipment is currently insufficient. Which choice should be prioritized from a patient-safety perspective?","The hospital should prioritize additional emergency equipment because insufficient emergency equipment presents a more direct risk to patient safety.",mmlu,2026-08-29,,,
T0295,"A student gets high grades after attending every class. Can we conclude that attendance alone caused the high grades?","No. Attendance may contribute to better performance, but other factors such as studying, prior knowledge, and motivation may also explain the high grades.",mmlu,2026-08-29,,,
T0296,"A company notices that sales increased after it launched an advertising campaign. What should it examine before concluding that the campaign caused the increase?","It should examine other possible causes of the sales increase, such as seasonal demand, price changes, new products, or changes in the market.",mmlu,2026-08-29,,,
T0297,"A project manager can either fix a small cosmetic issue or address a security vulnerability that could expose user data. Which issue should be addressed first and why?","The security vulnerability should be addressed first because it presents a substantially greater risk to users and the organization.",mmlu,2026-08-29,,,
T0298,"All managers must approve budget requests. Nour's budget request has not been approved. What can be concluded about whether Nour's request can be considered finalized?","It cannot be considered finalized under the stated rule because manager approval is required.",mmlu,2026-08-29,,,
T0299,"A company has evidence that a new process reduces production errors, but it also increases production time. What should management consider before adopting the process?","Management should compare the benefit of fewer errors with the cost of additional production time and determine which trade-off better fits the company's priorities.",BIG-Bench-Hard,2026-08-29,,,
T0300,"A school wants to improve student performance. Test results show that students struggle mainly with reading comprehension rather than mathematics. Which intervention is more logically targeted?","An intervention focused on improving reading comprehension is more logically targeted because it directly addresses the main weakness identified by the test results.",BIG-Bench-Hard,2026-08-29,,,
T0301,"A company has three possible projects. Project A has high potential profit but very high risk. Project B has moderate profit and moderate risk. Project C has low profit and low risk. If the company has a low tolerance for risk, which project is most suitable?","Project C is the most suitable because it has the lowest risk, which best matches the company's low risk tolerance.",BIG-Bench-Hard,2026-08-29,,,
T0302,"If no employees without security training are allowed to access sensitive systems, and Omar has access to a sensitive system, what can be inferred?","Omar has completed the required security training, assuming the access rule is enforced consistently.",BIG-Bench-Hard,2026-08-29,,,
T0303,"A manager receives two reports about the same incident. One report was written by a direct witness, while the other was based on rumors. Which report should generally receive greater evidential weight?","The direct witness report should generally receive greater evidential weight because it is based on firsthand observation rather than rumors.",BIG-Bench-Hard,2026-08-29,,,
T0304,"A company discovers that most customer complaints come from one specific product. What is the most reasonable first hypothesis?","The specific product may have a quality, usability, or service problem that is contributing disproportionately to customer complaints.",BIG-Bench-Hard,2026-08-29,,,
T0305,"A team must select a project leader. Candidate A has strong technical skills but poor communication skills. Candidate B has good technical skills and excellent communication skills. If the leader must coordinate a large team, who is generally the stronger choice?","Candidate B is generally the stronger choice because leading a large team requires both technical ability and effective communication.",BIG-Bench-Hard,2026-08-29,,,
T0306,"A company introduces a new security policy, but employees are not informed about it. Later, several employees violate the policy. What is a reasonable explanation for the violations?","Lack of communication may have contributed to the violations because employees could not reasonably follow a policy they were not informed about.",BIG-Bench-Hard,2026-08-29,,,
T0307,"A researcher has two explanations for an observation. Explanation A requires several unsupported assumptions, while Explanation B explains the observation using fewer assumptions and existing evidence. Which explanation is generally preferable?","Explanation B is generally preferable because it explains the observation with fewer unsupported assumptions and is better supported by existing evidence.",BIG-Bench-Hard,2026-08-29,,,
T0308,"A company wants to enter a new market. Research shows strong demand but also strict regulations and established competitors. What should the company do before entering?","The company should assess regulatory requirements, competitive conditions, costs, and potential returns before deciding whether to enter the market.",BIG-Bench-Hard,2026-08-29,,,
T0309,"A task can only begin after both Task A and Task B are completed. Task A is complete but Task B is not. Can the task begin?","No. Both Task A and Task B must be completed before the task can begin.",BIG-Bench-Hard,2026-08-29,,,
T0310,"A manager wants to know whether a training program improved employee performance. Which comparison would provide useful evidence?","Comparing employee performance before and after the training, preferably against a similar group that did not receive the training, would provide useful evidence.",BIG-Bench-Hard,2026-08-29,,,
T0311,"A company has a limited budget for risk reduction. Risk A could cause minor financial losses frequently, while Risk B is unlikely but could cause a catastrophic loss. Which risk should management carefully evaluate before allocating the budget?","Management should carefully evaluate Risk B because its potentially catastrophic impact may justify significant preventive investment despite its lower probability.",BIG-Bench-Hard,2026-08-29,,,
T0312,"A rule states that every approved application receives a confirmation email. Sara has not received a confirmation email. Can we conclude that her application was rejected?","No. The absence of a confirmation email does not prove rejection because the email could have been delayed, lost, or not yet sent.",BIG-Bench-Hard,2026-08-29,,,
T0313,"A company notices that two departments have conflicting priorities. Department A wants to reduce costs, while Department B wants to improve quality. What is the most logical way to resolve the conflict?","Management should identify the organization's overall priorities and evaluate the costs and quality benefits of each option before choosing a balanced solution.",BIG-Bench-Hard,2026-08-29,,,
T0314,"A decision is based on evidence that is outdated and no longer reflects current conditions. What is the main logical weakness of the decision?","The decision may be unreliable because it relies on evidence that may no longer represent the current situation.",BIG-Bench-Hard,2026-08-29,,,

T0315,"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?","Natalia sold 48/2 = <<48/2=24>>24 clips in May.
Natalia sold 48+24 = <<48+24=72>>72 clips altogether in April and May.
#### 72","openai/gsm8k","2026-08-29",,,
T0316,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?","Weng earns 12/60 = $<<12/60=0.2>>0.2 per minute.
Working 50 minutes, she earned 0.2 x 50 = $<<0.2*50=10>>10.
#### 10","openai/gsm8k","2026-08-29",,,
T0317,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?","In the beginning, Betty has only 100 / 2 = $<<100/2=50>>50.
Betty's grandparents gave her 15 * 2 = $<<15*2=30>>30.
This means, Betty needs 100 - 50 - 30 - 15 = $<<100-50-30-15=5>>5 more.
#### 5","openai/gsm8k","2026-08-29",,,
T0318,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?","Maila read 12 x 2 = <<12*2=24>>24 pages today.
So she was able to read a total of 12 + 24 = <<12+24=36>>36 pages since yesterday.
There are 120 - 36 = <<120-36=84>>84 pages left to be read.
Since she wants to read half of the remaining pages tomorrow, then she should read 84/2 = <<84/2=42>>42 pages.
#### 42","openai/gsm8k","2026-08-29",,,
T0319,"James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?","He writes each friend 3*2=<<3*2=6>>6 pages a week
So he writes 6*2=<<6*2=12>>12 pages every week
That means he writes 12*52=<<12*52=624>>624 pages a year
#### 624","openai/gsm8k","2026-08-29",,,
T0320,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?","There are 80/100 * 10 = <<80/100*10=8>>8 more purple flowers than yellow flowers.
So in Mark's garden, there are 10 + 8 = <<10+8=18>>18 purple flowers.
Purple and yellow flowers sum up to 10 + 18 = <<10+18=28>>28 flowers.
That means in Mark's garden there are 25/100 * 28 = <<25/100*28=7>>7 green flowers.
So in total Mark has 28 + 7 = <<28 + 7=35>>35 plants in his garden.
#### 35","openai/gsm8k","2026-08-29",,,
T0321,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?","He eats 32 from the largest pizzas because 2 x 16 = <<2*16=32>>32
He eats 16 from the small pizza because 2 x 8 = <<2*8=16>>16
He eats 48 pieces because 32 + 16 = <<32+16=48>>48
#### 48","openai/gsm8k","2026-08-29",,,
T0322,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?","To the initial 2 pounds of jelly beans, he added enough brownies to cause the weight to triple, bringing the weight to 2*3=<<2*3=6>>6 pounds.
Next, he added another 2 pounds of jelly beans, bringing the weight to 6+2=<<6+2=8>>8 pounds.
And finally, he added enough gummy worms to double the weight once again, to a final weight of 8*2=<<8*2=16>>16 pounds.
#### 16","openai/gsm8k","2026-08-29",,,
T0323,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?","Let S be the amount Alexis paid for the shoes.
She spent S + 30 + 46 + 38 + 11 + 18 = S + <<+30+46+38+11+18=143>>143.
She used all but $16 of her budget, so S + 143 = 200 - 16 = 184.
Thus, Alexis paid S = 184 - 143 = $<<184-143=41>>41 for the shoes.
#### 41","openai/gsm8k","2026-08-29",,,
